OVERALL SCORE
CLIP-Score	Ref-CLIP-Score	Sacrebleu	ChrF++
0.2213587686419487	0.3566136509180069	50.000000000000014	43.96996182485801
SCORE PER INSTANCE
Instance	GeneratedCaption	ReferenceCaption	CLIP-Score	RefCLIP-Score	Sacrebleu	CharF++
27	e,   eeeeeeeeee il sale e il sale	in questo modo si arricceranno <9>	0.23289844393730164	0.3754672706127167	0.0	4.052684903748733
28	e,   eeeeeeee il catee il sale e	poi versate un mestolo di acqua aromatizzata <12>	0.21070897579193115	0.34466788172721863	0.0	5.630719145708215
29	e,   eeeeeeee il sale e il sale e il	In una ciotola capiente versate i 2 tipi di farina <8>	0.23441962897777557	0.3736362159252167	0.0	4.61485586773237
30	e,   eeeeeeeeee il composto di sale e	Quindi riprendete la crema che si sarà raffreddata e versatela nello stampo aiutandovi con una spatola per stenderla in maniera uniforme su tutta la superficie <21>	0.23260080814361572	0.3703215718269348	0.4533060144624593	5.6423307196267825
31	e,   eeeeeeeeeee il sale e il	Per preparare le polpette di zucca, per prima cosa occupatevi della zucca (noi abbiamo usato la varietà violina, ma andranno bene anche le altre qualità, come la delica): dividetela a metà <1>	0.2055075764656067	0.33375367522239685	0.05888394700380495	3.134115513770185
32	e,   eeeeeeee il composto di sale e il sale	poi uniteli alla besciamella <17>	0.23404279351234436	0.3757617175579071	0.0	9.621021293153321
33	e,   eeeeeeeee il composto di sale e il	Trasferite poi su un piano di lavoro <8>	0.25596147775650024	0.40347567200660706	4.266331692956901	10.94770201529491
34	e,   eeeeeeeee il composto di sale e il	poi eliminate la farina in eccesso con un colino <15>	0.2319987714290619	0.3725743293762207	0.0	7.645554358137363
35	e,   eeeeeeeeeeeee il sale	Nel frattempo tagliate il pane raffermo a cubetti <13>	0.2053775191307068	0.3372860848903656	3.2174093287959424	6.153419478860713
36	e,   eeeeeeeeeee il sale e il	ed eliminate le incrostazioni e i cirripedi con la lama di un coltello, poi sciacquatele sotto l’acqua corrente sfregando bene i gusci con una paglietta di acciaio <12>	0.21256430447101593	0.3458132743835449	0.2532987412875173	4.303762321255032
37	e,   eeeeeeee il sale e il sale e il	Ora prendete una padella capiente, versate l’olio d’oliva e il burro <2>	0.23260074853897095	0.37141910195350647	5.633171091207466	10.21477422100771
38	e,   eeeeeeeeee il sale e il sale	Tritate il prezzemolo finemente <17>	0.2121874988079071	0.34799322485923767	5.522397783539471	8.90458559355089
39	e,   eeeeeeeeee il composto di sale e	Versate sopra la besciamella <13>	0.22868654131889343	0.36886775493621826	0.0	8.409570724841661
40	e,   eeeeeeeeee il sale e il sale	Quindi richiudete con l’altra metà ed otterrete le vostre pucce salentine con le olive farcite <30>	0.20457890629768372	0.3326580822467804	0.0	6.365568485915507
41	e,   eeeeeeeeee il sale e il sale	Al termine della cottura eliminate l'aglio <5>	0.22807861864566803	0.3628614842891693	0.0	5.01930501930502
42	e,   eeeeeeeeeeeee il sale	Gli ingredienti per il soffritto sono ora pronti <1>	0.20969077944755554	0.3445693552494049	3.2174093287959424	5.614433900024548
43	e,   eeeeeeeeeeee il sale e	Per preparare il canarino, per prima cosa lavate bene il limone e prelevate la scorza con un pelapatate, avendo cura di evitare la parte bianca, altrimenti la bevanda risulterà amara <1>	0.2215210348367691	0.3501046597957611	0.07197593006239296	4.801845481472681
44	e,   eeeeeeeee il composto di sale e il	ponetele in una ciotola e irrorate con l’olio <17>	0.2358628511428833	0.37864235043525696	3.817681337429047	10.180802087293312
45	e,   eeeeeeee il catee il sale e	In una padella versate un filo d’olio, aggiungete l’aglio e le zucchine <7>	0.21118614077568054	0.33713653683662415	2.4159653599212296	8.620451706322035
46	e,   eeeeeeeee il sale e il sale e	Per preparare gli straccetti di pizza fritti come prima cosa versate il lievito in metà della dose d'acqua indicata <1>	0.21607038378715515	0.3450583815574646	1.1245928245158625	5.161554337997778
47	e,   eeeeeeeeeee il sale ee	Risciacquate la brocca usando mezzo litro d'acqua e versatela in pentola <7>	0.2098829299211502	0.33901891112327576	2.139538333930869	4.295020105542048
48	e,   eeeeeeeeee il sale la scorate	Unite ai porri lo zafferano disciolto <10>	0.20836278796195984	0.3427484631538391	0.0	7.581723995006014
49	e,   eeeeeeeeee il sale e il sale	Quando il rotolo risulterà ben compatto <16>	0.22419941425323486	0.3632596433162689	4.8734989388136185	6.2662319006217775
50	e,   eeeeeeeeee il sale e il sale	poi disponete le crespelle farcite con la punta verso l’alto alternando i colori <41>	0.2398630976676941	0.3795468807220459	0.0	5.26360374029702
51	e,   eeeeeeeee il composto di sale e mes	continuando a impastare <6>	0.2534600496292114	0.40097925066947937	0.0	8.505621207530165
52	e,   eeeeeeeee il sale e il sale e	il peperoncino <2>	0.22197631001472473	0.3593948185443878	4.767707020457095	7.77051119971474
53	e,   eeeeeeeeee il salee il sale	Ora lavate le pesche e affettatele finemente conservando la buccia <15>	0.2059514820575714	0.3368126451969147	2.7869730680842904	8.235038752339143
54	e,   eeeeeeeee il composto di sale e il	e trasferitelo in una ciotola a parte <5>	0.24507585167884827	0.3904842734336853	4.266331692956901	9.349043359780703
55	e,   eeee ile il il sale e il sale e il sale	così sarà più facile inserirla nel mixer <2>	0.2400456666946411	0.38189923763275146	0.0	10.105676963366815
56	e,   eeeeeeeeee il sale e il sale	e metteteli in acqua e limone per non farli annerire <5>	0.19633038341999054	0.32427752017974854	3.515208856700362	8.027266537261555
57	e,   eeeeeeeeee il composto di sale e	Ora mettete le uova in un’altra ciotola, aggiungete lo zucchero di canna <7>	0.21729980409145355	0.34958428144454956	2.4159653599212296	8.652925747671512
58	e,   eeeeeeee il sale e il sale e il	Guarnitela infine con lo scalogno caramellato <14>	0.21809647977352142	0.35530978441238403	0.0	5.31308660373162
59	e,   eeeeeeeeee il sale e il sale	Mescolate con un mestolo di legno fino ad ottenere un caramello ambrato <27>	0.22100399434566498	0.3532256782054901	0.0	5.09311766816254
60	e,   eeeeeeee il sale e il sale e il	Prendete la base di biscotti ormai fredda e versate all’interno la mousse ottenuta <20>	0.22039014101028442	0.35275477170944214	2.302876686963141	6.380257290110482
61	e,   eeeeeeeeee il sale e il sale	Richiudete la macchina <12>	0.21366819739341736	0.3489321172237396	0.0	4.132231404958678
62	e,   eeeeeeeeee il salee il sale	le fettine di pomodoro <20>	0.22315773367881775	0.3578500747680664	0.0	4.3007599678465045
63	e,   eeeeeeee il sale e il sale e il	aggiungete lo speck <9>	0.2069643884897232	0.3399735689163208	0.0	4.716981132075472
64	e,   eeeeeeeeee il sale e il sale	Aggiungete per ultime le mandorle <10>	0.19985860586166382	0.3306266665458679	0.0	6.39936910046328
65	e,   eeeeeeeeee il sale e il sale	Preparate la panure: in una ciotola disponete il pane grattugiato, il prezzemolo tritato, il Grana Padano grattugiato e il sale <7>	0.22429963946342468	0.3578522801399231	2.461799030797488	10.118470630808595
66	e,   eeeeeeee il sale e il sale e il	e mescolate <8>	0.20668180286884308	0.34092870354652405	4.196114906296549	8.26253141943123
67	e,   eeeeeeee il composto di sale e il sale	per ottenere una crema <15>	0.21761766076087952	0.35411718487739563	0.0	6.857142857142858
68	e,   eeeeeeeeee il composto di sale e	e quando le polveri saranno assorbite, versate il latte <8>	0.23396289348602295	0.37578630447387695	3.8902180856807296	13.267794161759298
69	e,   eeeeeeeee il sale e il sale e	Quando la cipolla sarà ben stufata aggiungete le patate tagliate a dadini <5>	0.21863043308258057	0.3520224392414093	0.0	4.520252307256866
70	e,  eeeeeeeee il sale e il sale e il	Ripetete la stessa operazione anche per le altre patate e disponetele su una teglia <3>	0.23017583787441254	0.36624011397361755	2.0837289954869336	7.943979931884608
71	e,   eeeeeeeeee il sale e il sale	Aggiungete i pinoli <3>	0.22539785504341125	0.36548417806625366	0.0	4.115658011649718
72	e,   eeeeeeeee il sale e il sale e	Prendete una pirofila da forno rettangolare, adagiate i gamberoni puliti vicini, uno accanto all’altro <10>	0.21467715501785278	0.3477342128753662	1.5694957190569983	4.690187439753661
73	e,   eeeeeeeee il sale e il sale e	Quando avrete ottenuto un impasto omogeneo, avvolgetelo nella pellicola e lasciate riposare in frigorifero per almeno 30 minuti <6>	0.2355991154909134	0.3715762794017792	1.33737378839527	5.762622969590952
74	e,   eeeeeeeeee il sale e il sale	e al pizzico di sale <9>	0.22022095322608948	0.36025238037109375	6.567274736060395	15.722620917378286
75	e,   eeeeeeeeee il sale e il sale	poi ricopritela con un altro strato di Pavesini ammollati nel caffè <18>	0.22692930698394775	0.3638247847557068	0.0	3.7225136308853957
76	e,   eeeeeeeee il composto di sale e il	Versate 2 cucchiai di farina nella ciotola con i lamponi <10>	0.23101961612701416	0.36662688851356506	3.056960239296902	9.562875074970728
77	e,   eeeeeeeeee il sale e il sale	Durante la cottura schiumate il fumetto con una schiumarola <5>	0.21904364228248596	0.35341113805770874	3.3495035708457803	5.867101605864913
78	e,   eeeeeeeeeee il sale ee	Quindi aggiungete le patate <25>	0.2149750292301178	0.3487992286682129	0.0	4.31744416993654
79	e,   eeeeeeeeee il sale e il sale	Versate anche l’acqua rimanente <4>	0.2273520976305008	0.3673701584339142	0.0	5.2898996478023825
80	e,   eeeeeeeeee il sale e il sale	Aggiungete, mescolando, i ¾ del composto di pane sbriciolato <22>	0.20350541174411774	0.3332744836807251	2.60859600387516	5.795523150432645
81	e,   eeeeeeeee il composto di sale e il	e aromatizzatelo con la noce moscata grattugiata <2>	0.24169190227985382	0.38452571630477905	4.266331692956901	7.761933874666689
82	e,   eeeeeeeee il sale e il sale e	decorate con le foglioline di menta e servite subito <18>	0.21160677075386047	0.34595245122909546	3.4162113597999784	7.305024225799091
83	e,   eeeeeeee il sale e il sale e il	poi aggiustate di sale e pepe <20>	0.2224486917257309	0.3620275855064392	8.392229812593097	15.757488129082637
84	e,   eeeeeeeeee il sale e il sale	ed una manciata di Grana Padano grattugiato <24>	0.22545269131660461	0.35943803191185	0.0	1.889644746787604
85	e,   eeeeeeee il sale e il sale e il	Scaldate un filo d’olio in una padella e aggiungete le pere <3>	0.22688616812229156	0.3611445724964142	2.812739937159535	7.60154104696154
86	e,   eeeeeeeee il sale e il sale e	qualche fogliolina di basilico spezzettata a mano <11>	0.22827021777629852	0.36405402421951294	0.0	5.0463263491948895
87	e,   eeeeeeee il sale e il sale e il	Lasciate rosolare un paio di minuti, quindi allungate con un paio di mestoli di acqua di cottura della pasta <4>	0.2278200387954712	0.36307820677757263	1.1435747191897463	4.1504969755691645
88	e,   eeeeeeeeeee il sale ee	Versate nella padella gli spinaci <4>	0.19459903240203857	0.32057470083236694	0.0	4.810524838256288
89	e,   eeeeeeeeeeeee il sale	Sbollentate le foglie integre della verza in acqua bollente salata per 5-8 minuti, poi scolatele e immergetele in acqua fredda <11>	0.20990341901779175	0.3313264846801758	0.19049359149882433	5.79016459812084
90	e,   eeeeeeeeee il sale e il sale	e livellandolo con una spatola <22>	0.20869505405426025	0.34307584166526794	5.522397783539471	6.9316081330868755
91	e,   eeeeeeeee il sale e il sale e	Coprite con pellicola e lasciate in frigorifero fino alla farcitura <19>	0.2244378924369812	0.3603741228580475	3.056960239296902	5.484425378329256
92	e,   eeeeeeeee il sale e il sale e	mescolate <6>	0.21168427169322968	0.3453628718852997	0.0	4.8923679060665375
93	e,   eeeeeeeee il composto di sale e il	quindi realizzate i buchi delle ciambelle utilizzando un coppapasta più piccolo, del diametro di 2 cm: i pezzetti ottenuti potranno essere fritti ma non reimpastati <15>	0.22086840867996216	0.35168126225471497	0.5498108014114542	6.1138836936531575
94	e,   eeeeeeeee il composto con unitee	Avvolgete il rotolo nella pellicola e lasciate riposare in frigorifero per 15 minuti <20>	0.21982768177986145	0.3535655736923218	2.1590567826234346	10.09179944341163
95	e,   eeeeeeeee il composto di sale e il	così da ottenere un composto omogeneo <18>	0.21666266024112701	0.35335496068000793	4.767707020457095	19.444232025233394
96	e,   eeeeeeee il sale e il sale e il	Quando il fondo è caldo versate la salsiccia <7>	0.20957818627357483	0.34282082319259644	3.7968017775955714	9.223711196379025
97	e,   eeeeeeeeee il sale e il sale	i semini di una bacca di vaniglia <23>	0.22596704959869385	0.3589053750038147	0.0	3.3557046979865772
98	e,   eeeeeeeeee il sale e il sale	Ponete le fette di pomodori e di cipolla in una ciotola <3>	0.23867768049240112	0.3749349117279053	2.60859600387516	6.13854600606044
99	e,   eeeeeeeee il composto di sale e il	Una volta assorbita tutta l’acqua, unite il sale <4>	0.24583420157432556	0.3926616311073303	4.4959869933858485	12.84793324720347
100	e,   eeeeeeee il sale e il sale e il	Attaccate le strisce ottenute alla base di ogni onigiri, premendo sul riso fino a che non rimarranno attaccate da sole <26>	0.24244087934494019	0.3726526200771332	1.0347491962428474	5.119956347090169
101	e,   eeeeeeee il sale e il sale e il	Infine aggiungete il burro plastico poco per volta, aspettando che ogni pezzetto venga incorporato del tutto prima di aggiungerne un altro <7>	0.24693630635738373	0.3871215879917145	1.11343058914179	5.4416364515433395
102	e,   eeeeeeeeee il sale e il sale	Per preparare l’insalata di pasta con melanzane e pomodori secchi, cominciate tagliando i pomodori secchi a listarelle sottili <1>	0.2083890438079834	0.327185720205307	1.1412212286076961	5.964263649668176
103	e,  eeeee ile ile il composto di sale e il composto	Ungete con l’olio una leccarda foderata con carta forno <18>	0.24277277290821075	0.3834671378135681	0.0	7.654381925593463
104	e,   eeeeeeeeee il composto di sale e	l’origano <5>	0.22207581996917725	0.35952234268188477	0.0	4.63821892393321
105	e,   eeeeeeee ile il sale e il sale	quindi aggiungete il formaggio grattugiato <14>	0.2339458465576172	0.3723656237125397	4.767707020457095	6.117815204377912
106	e,   eeeeeeee ile il sale e il sale	e ricopritele ancora con altra acqua corrente <7>	0.23523475229740143	0.377694308757782	4.266331692956901	6.428395568575073
107	e,   eeeeeeee il sale e il sale e il	Fate raffreddare completamente <9>	0.22756214439868927	0.36866840720176697	0.0	4.778327740244561
108	e,   eeeeeeeeee il sale e il sale	In una padella versate un giro d’olio e unite gli spicchi d’aglio in camicia <1>	0.2359100580215454	0.3723700940608978	1.792860066160371	4.956070450233134
109	e,   eeeeeeeeeee il sale ee	Versate lo scalogno tritato <4>	0.2182953655719757	0.3574815094470978	0.0	5.028057478498008
110	e,   eeeeeeeeee il sale e il sale	Prendete una fetta di bacon e adagiatevi sopra le fette di patate una accanto all’altra <2>	0.22016432881355286	0.35228055715560913	1.5821934551541403	5.958000399928991
111	e,   eeeeeeeeee il sale e il sale	Aggiungete ancora una grattata di pepe <22>	0.22496195137500763	0.36378347873687744	0.0	3.303055326176714
112	e,   eeeeeeeee il composto di sale e il	Salate, pepate e profumate con una manciata di foglie di basilico <7>	0.22344481945037842	0.34524551033973694	3.221515452693472	11.246860156007186
113	e,   eeeeeeee il sale ee il sale e	Dopo aver fatto evaporare tutta la parte alcolica aggiungete 2-3 mestoli di jus di coniglio <22>	0.22257140278816223	0.35579714179039	0.0	3.8946309342787595
114	e,  eeeeeeeeeeeee il sale e	Procedete facendo tostare 1 minuto i semi di zucca in una padella antiaderente <20>	0.22230885922908783	0.3536144495010376	0.0	3.5477767265846736
115	e,  ee ile il sale la farcominci vorranno ben distan	Distribuite sulla superficie le mandorle a lamelle <8>	0.21393316984176636	0.3497200310230255	0.0	13.754630618631106
116	e,   eeeeeeeee il sale e il sale e	Il vostro risotto ai carciofi è pronto per essere gustato <21>	0.19401398301124573	0.3194897770881653	0.0	3.3721643163703248
117	e,   eeeeeeeee il composto di sale e il	poi spezzettate a mano le foglie di basilico e inserite anche il rametto <2>	0.2241859883069992	0.3551185131072998	2.882738686795162	12.79890412663758
118	e,   eeeeeeeeee il sale e il sale	Intanto dedicatevi al ripieno: pulite i carciofi (potete consultare la scheda della scuola di cucina: come pulire i carciofi, sfogliandoli delle foglie più esterne fino ad arrivare a quelle più chiare <7>	0.19586363434791565	0.31984102725982666	0.12987434758906927	3.452384111242359
119	e,   eeeeeeeeee il sale e il sale	Trasferitela su un vassoio e conditela con sale, olio <4>	0.21034419536590576	0.34595853090286255	3.8902180856807296	11.503036461726118
120	e,   eeeeeeeeee il sale e il sale	e trasferite all'interno di una teglia unta piuttosto capiente <6>	0.20126789808273315	0.3315925896167755	3.3495035708457803	6.205735321700922
121	e,   eeeeeeeeeee il sale e il	Lavate, asciugate e tritate finemente il prezzemolo <2>	0.22024205327033997	0.35693448781967163	4.880869806051147	11.670825359703809
122	e,   eeeeeeeeee il composto con unite	Servite subito gli spaghetti all'assassina <16>	0.20263373851776123	0.33133262395858765	0.0	6.180009008123478
123	e,   eeeeeeeeee il sale e il sale	Spolverizzate anche la superficie dei savoiardi con lo zucchero <10>	0.23790714144706726	0.3775618076324463	0.0	4.936822796897533
124	e,   eeeeeeeee il composto di sale e il	Mescolate bene <20>	0.23205383121967316	0.3735733926296234	0.0	8.056784398514958
125	e,   eeeeeeeeee il sale e il sale	Riprendete i vostri bignè e aiutandovi con un cucchiaio tuffateli nel composto di panna e cioccolato <36>	0.22197556495666504	0.35347411036491394	1.6604670898042333	4.992413908706748
126	e,   eeeeeeeeee il sale e il sale	Per prima cosa grattugiate il formaggio: è a pasta semi dura perciò si sbriciolerà facilmente, quindi prestate attenzione mentre grattugiate; tenetelo il Castelmagno grattugiato parte <13>	0.22465361654758453	0.35618114471435547	0.41002596960728915	5.0714294930357084
127	e,   eeeeeeeeee il sale e il sale	Per preparare il vacherin al forno alle erbe, iniziate ponendo in una ciotola un cucchiaio di olio, lo spicchio d'aglio e metà del rosmarino <1>	0.2075154334306717	0.3312452435493469	0.5264837664777946	6.33452718992803
128	e,   eeeeeeeeee il composto di sale e	Cercate di ottenere una forma regolare <10>	0.23464246094226837	0.3755546808242798	4.8734989388136185	9.073469713772639
129	e,   eeeeeeeeee il composto con unite	aggiungete sale, pepe e sbattete con una forchetta <8>	0.20677277445793152	0.33877721428871155	4.231118166423695	16.407770313797055
130	e,   eeeeeeeee il composto di sale e il	Con una spatola lisciate la crema che fuoriesce <32>	0.23539403080940247	0.37771570682525635	0.0	8.34766524296031
131	e,   eeeeeeeee il composto di sale e il	I vostri graziosi e fragranti biscotti bustina di tè sono pronti: stupirete i vostri ospiti accompagnandoli con dell'ottimo tè, per una merenda raffinata e originale <15>	0.217659592628479	0.34740522503852844	0.6538389169438494	7.238564099281958
132	e,   eeeeeeeeee il sale e il sale	Gli spaghetti con ricci di mare e canocchie marinate sono pronti per essere serviti <30>	0.1854037344455719	0.3020673394203186	1.792860066160371	5.010400986413398
133	e,   eeeeeeee il catee il sale e	salate, pepate <18>	0.21811151504516602	0.3525005280971527	5.522397783539471	15.391736209160383
134	e,   eeeeeeeee il sale e il sale e	Per preparare gli spiedini di pesce al forno per prima cosa pulite i gamberoni staccando delicatamente la testa <1>	0.21445247530937195	0.3434535264968872	0.0	4.503096818301645
135	e,   eeeeeeeee il composto di sale e il	lo zucchero <7>	0.23773691058158875	0.3793999254703522	0.0	4.355400696864112
136	e,   eeeeeeee il sale e il sale ee	Poi versate il resto dell’emulsione <18>	0.2180078625679016	0.3538299798965454	4.767707020457095	10.747880553127647
137	e,   eeeeeeee il sale e il sale e il	mescolate bene e fatela rosolare sempre a fuoco medio per 10 minuti, mescolando spesso <10>	0.21446867287158966	0.34589430689811707	2.242173863464727	7.429482658732052
138	e,   eeeeeeeeee il sale e il sale	aggiustate di sale e lasciate cuocere per 30 minuti <4>	0.23374199867248535	0.3726351261138916	6.699007141691558	11.487742095933838
139	e,   eeeeeeeeee il sale e il sale	e cuocete a fuoco moderato per circa un'ora, mescolando di tanto in tanto e togliendo la schiuma che si forma in superficie con una schiumarola <5>	0.22026124596595764	0.35184556245803833	0.5264837664777946	4.8553630445731635
140	e,   eeeeeeeeeee il sale ee	e la scorza grattugiata di limone <27>	0.21218791604042053	0.3452815115451813	4.923026124015933	5.734355258891535
141	e,   eeeeeeeee il composto di sale e il	Una volta intiepidite, raccogliete con un cucchiaio tutta la polpa <7>	0.23093275725841522	0.3710203468799591	2.7354882120611315	7.556170205608447
142	e,   eeeeeeeee il sale e il sale e	Intanto occupatevi della frutta, quindi sbucciate il mango <4>	0.22854435443878174	0.3612021505832672	4.062582855427254	7.227505081412231
143	e,   eeeeeeeeee il composto di sale e	Rigate la superficie con i rebbi di una forchetta <28>	0.22172538936138153	0.35620400309562683	3.3495035708457803	7.544175318573922
144	e,   eeeeeeeeee il sale e il sale	Versate il composto nel guscio di frolla <24>	0.21049170196056366	0.3434256315231323	4.300847718252331	8.558651314631557
145	e,   eeeeeeeeeeeee il sale	Incorporate la panna semi-montata alla crema in 3 volte <25>	0.21436306834220886	0.3472064137458801	0.0	3.1818388634217922
146	e,   eeeeeeeeeee il sale <	La vostra wonton soup è pronta per essere gustata <27>	0.1952456384897232	0.3201388716697693	2.9859662827819125	2.5
147	e,  eeeeeeeeeee il sale e il sale	cercando di creare una forma rotonda <9>	0.2332077920436859	0.3721814751625061	0.0	2.6455026455026456
148	e,   eeeeeeeeeee il sale ee	Cospargete con altro Pecorino <16>	0.2005898803472519	0.33201614022254944	0.0	4.07132221107971
149	e,   eeeeeeeeee il sale e il sale	Da queste ottenetene dei bastoncini sottili <10>	0.21392038464546204	0.34926238656044006	0.0	5.941246436955064
150	e,   eeeeeeeeee il sale e il sale	poi aggiungete il parmigiano <16>	0.22657722234725952	0.36484718322753906	5.522397783539471	7.421439308716035
151	e,   eeeeeeee il sale e il sale e il	Quando la parte alcolica del vino sarà completamente evaporata, coprite con coperchio <10>	0.21538342535495758	0.34602123498916626	2.302876686963141	6.137764078268122
152	e,   eeeeeeeeee il sale e il sale	Passate i filetti di salmone così ottenuti nella panatura <12>	0.20572422444820404	0.33390963077545166	0.0	6.682849787417139
153	e,   eeeeeeeee il sale e il sale e	 preparare la crema di Pecorino (non iniziate prima perché tenderebbe a rapprendersi o a risultare troppo fredda rispetto alla temperatura della pasta): versate un mestolo di acqua di cottura calda nella ciotola con il Pecorino grattugiato <10>	0.23225504159927368	0.36802351474761963	0.12186990132231246	2.7737255270460053
154	e,   eeeeeeeee il composto di sale e il	Trasferitele all'interno di una ciotola e conditele con l'olio <9>	0.22895722091197968	0.3692038059234619	4.062582855427254	10.536008763629704
155	e,   eeeeeeeeee il composto di sale e	e l’olio d’oliva <6>	0.24029847979545593	0.3803132176399231	5.522397783539471	10.693075107117958
156	e,   eeeeeeeeee il sale e il sale	e, tenendo unito il mazzetto, tagliate le foglie a tocchetti di circa 3 cm <2>	0.19103825092315674	0.3117186427116394	3.0904774843018825	7.778906133101776
157	e,   eeeeeeee il sale e il sale e il	A questo punto il latte dovrebbe essere pronto, versatene un po' per stemperare il composto <14>	0.21755404770374298	0.3517943024635315	2.245239387805882	8.465092886501706
